detector_ms,tracker_ms,kalman_ms
0.00,0.08,0.06
0.00,0.08,0.08
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.09,0.05
853.26,0.09,0.05
0.00,0.14,0.06
0.00,0.08,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.21,0.07
0.00,0.05,0.07
0.00,0.09,0.05
0.00,0.05,0.05
0.00,0.10,0.06
0.00,0.04,0.06
0.00,0.07,0.05
0.00,0.09,0.06
0.00,0.07,0.06
0.00,0.09,0.06
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.14,0.06
0.00,0.14,0.06
0.00,0.11,0.08
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.13,0.06
0.00,0.09,0.07
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.10,0.07
0.00,0.07,0.07
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.07
0.00,0.07,0.06
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.04,0.06
0.00,0.07,0.06
0.00,0.05,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.09,0.08
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.08,0.08
0.00,0.04,0.06
0.00,0.03,0.05
0.00,0.07,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
851.99,0.07,0.07
0.00,0.09,0.10
0.00,0.04,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.07,0.08
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.09,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.04,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.10,0.05
0.00,0.07,0.08
0.00,0.07,0.05
0.00,0.05,0.07
0.00,0.12,0.06
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.04,0.06
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.11,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.08,0.06
0.00,0.09,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.10,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.08,0.05
0.00,0.06,0.05
0.00,0.12,0.06
0.00,0.05,0.06
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.12,0.06
0.00,0.06,0.06
0.00,0.10,0.07
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.08,0.06
0.00,0.10,0.05
0.00,0.08,0.06
0.00,0.07,0.05
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.07,0.05
972.05,0.07,0.06
0.00,0.06,0.07
0.00,0.08,0.06
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.11,0.08
0.00,0.09,0.10
0.00,0.07,0.07
0.00,0.10,0.07
0.00,0.06,0.05
0.00,0.07,0.05
0.00,0.03,0.05
0.00,0.04,0.09
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.04,0.05
0.00,0.03,0.07
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.18
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.05,0.08
0.00,0.03,0.06
0.00,0.06,0.06
0.00,0.04,0.06
0.00,0.06,0.06
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.08,0.05
0.00,0.06,0.08
0.00,0.06,0.09
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.09,0.08
0.00,0.05,0.06
0.00,0.05,0.08
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.09
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.07,0.09
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.08
0.00,0.11,0.08
0.00,0.05,0.05
0.00,0.09,0.07
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.05,0.09
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.04,0.07
0.00,0.05,0.05
0.00,0.04,0.06
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.08,0.07
839.26,0.07,0.07
0.00,0.07,0.13
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.11,0.09
0.00,0.04,0.09
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.07
0.00,0.04,0.07
0.00,0.03,0.05
0.00,0.05,0.07
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.04,0.07
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.07,0.08
0.00,0.06,0.07
0.00,0.06,0.09
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.05,0.08
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.10,0.10
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.03,0.07
0.00,0.07,0.07
0.00,0.07,0.09
0.00,0.07,0.06
0.00,0.05,0.08
0.00,0.04,0.05
0.00,0.06,0.08
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.03,0.06
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.03,0.08
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.03,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.07,0.08
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.04,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.06,0.07
0.00,0.05,0.08
0.00,0.05,0.06
0.00,0.03,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.05,0.07
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.03,0.06
836.26,0.04,0.06
0.00,0.06,0.08
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.13,0.10
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.06,0.07
0.00,0.07,0.06
0.00,0.05,0.06
0.00,0.08,0.08
0.00,0.06,0.07
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.05,0.10
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.07,0.08
0.00,0.07,0.08
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.08,0.08
0.00,0.05,0.06
0.00,0.08,0.07
0.00,0.05,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.08
0.00,0.05,0.05
0.00,0.10,0.07
0.00,0.07,0.06
0.00,0.04,0.06
0.00,0.11,0.09
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.06,0.07
0.00,0.05,0.07
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.09,0.07
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.11,0.07
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.04,0.06
1080.61,0.08,0.06
0.00,0.07,0.07
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.08,0.09
0.00,0.08,0.07
0.00,0.08,0.07
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.11,0.08
0.00,0.06,0.08
0.00,0.08,0.07
0.00,0.05,0.06
0.00,0.08,0.07
0.00,0.09,0.07
0.00,0.07,0.07
0.00,0.08,0.08
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.08,0.07
0.00,0.05,0.06
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.04,0.06
0.00,0.05,0.05
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.07,0.05
0.00,0.03,0.05
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.03,0.08
0.00,0.06,0.06
0.00,0.03,0.06
0.00,0.06,0.05
0.00,0.05,0.07
0.00,0.04,0.05
0.00,0.05,0.06
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.04,0.08
0.00,0.05,0.07
0.00,0.06,0.06
0.00,0.04,0.07
0.00,0.04,0.06
0.00,0.04,0.08
0.00,0.05,0.06
0.00,0.10,0.05
0.00,0.07,0.05
0.00,0.09,0.06
0.00,0.06,0.05
0.00,0.05,0.09
0.00,0.07,0.05
0.00,0.09,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.14,0.07
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.05,0.07
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.12,0.06
0.00,0.05,0.06
0.00,0.07,0.05
0.00,0.13,0.08
0.00,0.09,0.07
0.00,0.05,0.05
0.00,0.05,0.05
1035.81,0.14,0.06
0.00,0.07,0.07
0.00,0.08,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.11,0.07
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.10,0.05
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.10
0.00,0.07,0.07
0.00,0.06,0.09
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.04,0.06
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.06,0.08
0.00,0.07,0.06
0.00,0.05,0.08
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.07
0.00,0.07,0.08
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.08,0.08
0.00,0.07,0.09
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.08
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.06,0.07
0.00,0.03,0.06
0.00,0.08,0.06
0.00,0.07,0.09
0.00,0.04,0.06
0.00,0.08,0.07
0.00,0.16,0.07
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.07,0.05
0.00,0.06,0.09
0.00,0.11,0.08
0.00,0.10,0.10
0.00,0.07,0.06
0.00,0.05,0.09
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.06,0.09
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.09,0.08
0.00,0.07,0.07
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.08
0.00,0.08,0.07
0.00,0.08,0.07
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.03,0.06
0.00,0.04,0.05
0.00,0.06,0.08
0.00,0.03,0.06
0.00,0.03,0.05
958.72,0.07,0.09
0.00,0.05,0.07
0.00,0.09,0.07
0.00,0.08,0.07
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.04,0.06
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.08,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.08,0.06
0.00,0.05,0.06
0.00,0.09,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.03,0.05
0.00,0.04,0.05
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.08
0.00,0.09,0.07
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
885.11,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.09,0.08
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.06,0.06
0.00,0.08,0.06
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.05,0.07
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.04,0.07
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.04,0.07
0.00,0.04,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.04,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.04,0.05
0.00,0.04,0.05
0.00,0.03,0.05
0.00,0.04,0.06
0.00,0.04,0.06
0.00,0.04,0.06
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.03,0.05
0.00,0.04,0.06
0.00,0.04,0.05
0.00,0.05,0.06
0.00,0.04,0.07
984.25,0.09,0.06
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.08
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.05,0.09
0.00,0.05,0.06
0.00,0.06,0.07
0.00,0.08,0.06
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.09,0.08
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.10,0.07
0.00,0.06,0.05
0.00,0.09,0.08
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.07,0.07
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.07,0.07
0.00,0.06,0.06
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.04,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.05,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
993.98,0.12,0.07
0.00,0.07,0.07
0.00,0.08,0.07
0.00,0.08,0.08
0.00,0.06,0.06
0.00,0.07,0.07
0.00,0.08,0.07
0.00,0.08,0.07
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.06,0.09
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.05,0.06
0.00,0.07,0.06
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.04,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.10,0.07
0.00,0.03,0.05
0.00,0.08,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.09,0.07
0.00,0.08,0.07
0.00,0.06,0.07
0.00,0.05,0.05
0.00,0.07,0.05
0.00,0.07,0.07
0.00,0.10,0.07
0.00,0.03,0.06
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.03,0.05
0.00,0.05,0.05
0.00,0.05,0.08
0.00,0.03,0.06
0.00,0.12,0.07
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.05,0.09
0.00,0.06,0.06
0.00,0.05,0.07
0.00,0.03,0.06
0.00,0.07,0.06
0.00,0.05,0.05
0.00,0.05,0.09
0.00,0.06,0.05
0.00,0.05,0.08
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.07,0.07
0.00,0.07,0.07
0.00,0.05,0.07
0.00,0.06,0.06
0.00,0.09,0.08
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.09,0.07
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.07,0.08
0.00,0.05,0.05
0.00,0.05,0.07
0.00,0.06,0.05
0.00,0.04,0.06
0.00,0.08,0.05
0.00,0.10,0.07
997.44,0.12,0.07
0.00,0.08,0.08
0.00,0.11,0.07
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.08,0.07
0.00,0.09,0.08
0.00,0.08,0.07
0.00,0.07,0.07
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.08,0.07
0.00,0.08,0.08
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.06
0.00,0.09,0.08
0.00,0.06,0.06
0.00,0.11,0.09
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.07,0.05
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.05,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.07
0.00,0.06,0.06
0.00,0.04,0.05
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.07,0.07
0.00,0.07,0.06
0.00,0.09,0.08
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.10,0.07
0.00,0.07,0.07
0.00,0.10,0.08
0.00,0.09,0.08
0.00,0.07,0.06
0.00,0.09,0.08
0.00,0.10,0.08
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.11,0.08
0.00,0.08,0.07
0.00,0.10,0.08
0.00,0.11,0.08
0.00,0.08,0.07
0.00,0.13,0.08
0.00,0.07,0.08
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.07
0.00,0.09,0.08
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.12,0.08
0.00,0.10,0.07
0.00,0.08,0.06
0.00,0.07,0.06
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.06
0.00,0.07,0.08
0.00,0.11,0.08
0.00,0.07,0.05
0.00,0.07,0.06
0.00,0.07,0.05
1648.50,0.14,0.07
0.00,0.13,0.09
0.00,0.10,0.08
0.00,0.16,0.09
0.00,0.13,0.07
0.00,0.09,0.06
0.00,0.07,0.06
0.00,0.09,0.07
0.00,0.06,0.06
0.00,0.06,0.06
0.00,0.07,0.08
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.04,0.06
0.00,0.08,0.07
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.07,0.06
0.00,0.10,0.08
0.00,0.07,0.06
0.00,0.07,0.10
0.00,0.09,0.07
0.00,0.07,0.06
0.00,0.08,0.07
0.00,0.07,0.07
0.00,0.11,0.08
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.07,0.06
0.00,0.09,0.07
0.00,0.08,0.09
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.09,0.07
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.05,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.05
0.00,0.07,0.06
0.00,0.06,0.05
0.00,0.06,0.05
0.00,0.05,0.06
0.00,0.05,0.05
0.00,0.06,0.06
0.00,0.06,0.05
0.00,0.06,0.07
0.00,0.06,0.11
0.00,0.06,0.05
0.00,0.08,0.06
0.00,0.05,0.05
